34,1542055191,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
35,1542055192,684f50dc2b4d,scih-machine_api-gateway_1,39.11%,66.04MiB,3.607GiB,1.79%
35,1542055192,b2c79388a6a1,scih-machine_gps-service_1,21.33%,60.48MiB,3.607GiB,1.64%
35,1542055192,3f6c1609d992,scih-machine_mongodb_1,3.67%,51.08MiB,3.607GiB,1.38%
35,1542055192,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
36,1542055192,684f50dc2b4d,scih-machine_api-gateway_1,39.11%,66.04MiB,3.607GiB,1.79%
36,1542055192,b2c79388a6a1,scih-machine_gps-service_1,28.12%,62.89MiB,3.607GiB,1.70%
36,1542055192,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
36,1542055192,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
37,1542055192,684f50dc2b4d,scih-machine_api-gateway_1,39.11%,66.04MiB,3.607GiB,1.79%
37,1542055192,b2c79388a6a1,scih-machine_gps-service_1,28.12%,62.89MiB,3.607GiB,1.70%
37,1542055192,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
37,1542055192,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
38,1542055192,684f50dc2b4d,scih-machine_api-gateway_1,39.11%,66.04MiB,3.607GiB,1.79%
38,1542055192,b2c79388a6a1,scih-machine_gps-service_1,28.12%,62.89MiB,3.607GiB,1.70%
38,1542055192,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
38,1542055192,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
39,1542055192,684f50dc2b4d,scih-machine_api-gateway_1,39.11%,66.04MiB,3.607GiB,1.79%
39,1542055192,b2c79388a6a1,scih-machine_gps-service_1,28.12%,62.89MiB,3.607GiB,1.70%
39,1542055192,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
39,1542055192,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
40,1542055193,684f50dc2b4d,scih-machine_api-gateway_1,43.15%,66.81MiB,3.607GiB,1.81%
40,1542055193,b2c79388a6a1,scih-machine_gps-service_1,28.23%,63.66MiB,3.607GiB,1.72%
40,1542055193,3f6c1609d992,scih-machine_mongodb_1,3.97%,51.08MiB,3.607GiB,1.38%
40,1542055193,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
41,1542055193,684f50dc2b4d,scih-machine_api-gateway_1,43.15%,66.81MiB,3.607GiB,1.81%
41,1542055193,b2c79388a6a1,scih-machine_gps-service_1,28.23%,63.66MiB,3.607GiB,1.72%
41,1542055193,3f6c1609d992,scih-machine_mongodb_1,3.97%,51.08MiB,3.607GiB,1.38%
41,1542055193,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
42,1542055193,684f50dc2b4d,scih-machine_api-gateway_1,43.15%,66.81MiB,3.607GiB,1.81%
42,1542055193,b2c79388a6a1,scih-machine_gps-service_1,28.23%,63.66MiB,3.607GiB,1.72%
42,1542055193,3f6c1609d992,scih-machine_mongodb_1,3.97%,51.08MiB,3.607GiB,1.38%
42,1542055193,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
43,1542055193,684f50dc2b4d,scih-machine_api-gateway_1,43.15%,66.81MiB,3.607GiB,1.81%
43,1542055193,b2c79388a6a1,scih-machine_gps-service_1,28.23%,63.66MiB,3.607GiB,1.72%
43,1542055193,3f6c1609d992,scih-machine_mongodb_1,3.97%,51.08MiB,3.607GiB,1.38%
43,1542055193,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
44,1542055193,684f50dc2b4d,scih-machine_api-gateway_1,43.15%,66.81MiB,3.607GiB,1.81%
44,1542055193,b2c79388a6a1,scih-machine_gps-service_1,28.23%,63.66MiB,3.607GiB,1.72%
44,1542055193,3f6c1609d992,scih-machine_mongodb_1,3.97%,51.08MiB,3.607GiB,1.38%
44,1542055193,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
45,1542055194,684f50dc2b4d,scih-machine_api-gateway_1,47.57%,83.45MiB,3.607GiB,2.26%
45,1542055194,b2c79388a6a1,scih-machine_gps-service_1,23.10%,67.63MiB,3.607GiB,1.83%
45,1542055194,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
45,1542055194,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
46,1542055194,684f50dc2b4d,scih-machine_api-gateway_1,47.57%,83.45MiB,3.607GiB,2.26%
46,1542055194,b2c79388a6a1,scih-machine_gps-service_1,23.10%,67.63MiB,3.607GiB,1.83%
46,1542055194,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
46,1542055194,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
47,1542055194,684f50dc2b4d,scih-machine_api-gateway_1,47.57%,83.45MiB,3.607GiB,2.26%
47,1542055194,b2c79388a6a1,scih-machine_gps-service_1,23.10%,67.63MiB,3.607GiB,1.83%
47,1542055194,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
47,1542055194,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
48,1542055194,684f50dc2b4d,scih-machine_api-gateway_1,47.57%,83.45MiB,3.607GiB,2.26%
48,1542055194,b2c79388a6a1,scih-machine_gps-service_1,23.10%,67.63MiB,3.607GiB,1.83%
48,1542055194,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
48,1542055194,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
49,1542055194,684f50dc2b4d,scih-machine_api-gateway_1,47.57%,83.45MiB,3.607GiB,2.26%
49,1542055194,b2c79388a6a1,scih-machine_gps-service_1,23.10%,67.63MiB,3.607GiB,1.83%
49,1542055194,3f6c1609d992,scih-machine_mongodb_1,4.08%,51.08MiB,3.607GiB,1.38%
49,1542055194,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
50,1542055195,684f50dc2b4d,scih-machine_api-gateway_1,43.58%,84.11MiB,3.607GiB,2.28%
50,1542055195,b2c79388a6a1,scih-machine_gps-service_1,24.96%,68.03MiB,3.607GiB,1.84%
50,1542055195,3f6c1609d992,scih-machine_mongodb_1,4.14%,51.14MiB,3.607GiB,1.38%
50,1542055195,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
51,1542055195,684f50dc2b4d,scih-machine_api-gateway_1,43.58%,84.11MiB,3.607GiB,2.28%
51,1542055195,b2c79388a6a1,scih-machine_gps-service_1,24.96%,68.03MiB,3.607GiB,1.84%
51,1542055195,3f6c1609d992,scih-machine_mongodb_1,4.14%,51.14MiB,3.607GiB,1.38%
51,1542055195,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
52,1542055195,684f50dc2b4d,scih-machine_api-gateway_1,43.58%,84.11MiB,3.607GiB,2.28%
52,1542055195,b2c79388a6a1,scih-machine_gps-service_1,24.96%,68.03MiB,3.607GiB,1.84%
52,1542055195,3f6c1609d992,scih-machine_mongodb_1,4.14%,51.14MiB,3.607GiB,1.38%
52,1542055195,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
53,1542055195,684f50dc2b4d,scih-machine_api-gateway_1,43.58%,84.11MiB,3.607GiB,2.28%
53,1542055195,b2c79388a6a1,scih-machine_gps-service_1,24.96%,68.03MiB,3.607GiB,1.84%
53,1542055195,3f6c1609d992,scih-machine_mongodb_1,4.14%,51.14MiB,3.607GiB,1.38%
53,1542055195,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
54,1542055195,684f50dc2b4d,scih-machine_api-gateway_1,43.58%,84.11MiB,3.607GiB,2.28%
54,1542055195,b2c79388a6a1,scih-machine_gps-service_1,24.96%,68.03MiB,3.607GiB,1.84%
54,1542055195,3f6c1609d992,scih-machine_mongodb_1,4.14%,51.14MiB,3.607GiB,1.38%
54,1542055195,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
55,1542055196,684f50dc2b4d,scih-machine_api-gateway_1,43.42%,83.41MiB,3.607GiB,2.26%
55,1542055196,b2c79388a6a1,scih-machine_gps-service_1,26.10%,70.54MiB,3.607GiB,1.91%
55,1542055196,3f6c1609d992,scih-machine_mongodb_1,4.30%,51.33MiB,3.607GiB,1.39%
55,1542055196,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
56,1542055196,684f50dc2b4d,scih-machine_api-gateway_1,43.42%,83.41MiB,3.607GiB,2.26%
56,1542055196,b2c79388a6a1,scih-machine_gps-service_1,26.10%,70.54MiB,3.607GiB,1.91%
56,1542055196,3f6c1609d992,scih-machine_mongodb_1,4.30%,51.33MiB,3.607GiB,1.39%
56,1542055196,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
57,1542055196,684f50dc2b4d,scih-machine_api-gateway_1,43.42%,83.41MiB,3.607GiB,2.26%
57,1542055196,b2c79388a6a1,scih-machine_gps-service_1,26.10%,70.54MiB,3.607GiB,1.91%
57,1542055196,3f6c1609d992,scih-machine_mongodb_1,4.30%,51.33MiB,3.607GiB,1.39%
57,1542055196,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
58,1542055196,684f50dc2b4d,scih-machine_api-gateway_1,43.42%,83.41MiB,3.607GiB,2.26%
58,1542055196,b2c79388a6a1,scih-machine_gps-service_1,26.10%,70.54MiB,3.607GiB,1.91%
58,1542055196,3f6c1609d992,scih-machine_mongodb_1,4.30%,51.33MiB,3.607GiB,1.39%
58,1542055196,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
59,1542055196,684f50dc2b4d,scih-machine_api-gateway_1,43.42%,83.41MiB,3.607GiB,2.26%
59,1542055196,b2c79388a6a1,scih-machine_gps-service_1,26.10%,70.54MiB,3.607GiB,1.91%
59,1542055196,3f6c1609d992,scih-machine_mongodb_1,4.30%,51.33MiB,3.607GiB,1.39%
59,1542055196,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
60,1542055197,684f50dc2b4d,scih-machine_api-gateway_1,46.28%,81.86MiB,3.607GiB,2.22%
60,1542055197,b2c79388a6a1,scih-machine_gps-service_1,24.01%,76.11MiB,3.607GiB,2.06%
60,1542055197,3f6c1609d992,scih-machine_mongodb_1,4.02%,51.3MiB,3.607GiB,1.39%
60,1542055197,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
61,1542055197,684f50dc2b4d,scih-machine_api-gateway_1,46.28%,81.86MiB,3.607GiB,2.22%
61,1542055197,b2c79388a6a1,scih-machine_gps-service_1,24.01%,76.11MiB,3.607GiB,2.06%
61,1542055197,3f6c1609d992,scih-machine_mongodb_1,4.02%,51.3MiB,3.607GiB,1.39%
61,1542055197,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
62,1542055197,684f50dc2b4d,scih-machine_api-gateway_1,46.28%,81.86MiB,3.607GiB,2.22%
62,1542055197,b2c79388a6a1,scih-machine_gps-service_1,24.01%,76.11MiB,3.607GiB,2.06%
62,1542055197,3f6c1609d992,scih-machine_mongodb_1,4.02%,51.3MiB,3.607GiB,1.39%
62,1542055197,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
63,1542055197,684f50dc2b4d,scih-machine_api-gateway_1,46.28%,81.86MiB,3.607GiB,2.22%
63,1542055197,b2c79388a6a1,scih-machine_gps-service_1,24.01%,76.11MiB,3.607GiB,2.06%
63,1542055197,3f6c1609d992,scih-machine_mongodb_1,4.02%,51.3MiB,3.607GiB,1.39%
63,1542055197,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
64,1542055197,684f50dc2b4d,scih-machine_api-gateway_1,46.28%,81.86MiB,3.607GiB,2.22%
64,1542055197,b2c79388a6a1,scih-machine_gps-service_1,24.01%,76.11MiB,3.607GiB,2.06%
64,1542055197,3f6c1609d992,scih-machine_mongodb_1,4.02%,51.3MiB,3.607GiB,1.39%
64,1542055197,35a0115bbd95,scih-machine_ui-service_1,0.00%,40.66MiB,3.607GiB,1.10%
